n,k,risk,CG23,U
9.380000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.397897626562142989e-03,1.961802145796062366e-02
9.390000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.387930054683583242e-03,1.961802145796062366e-02
9.400000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.377983603841419033e-03,1.961802145796062366e-02
9.410000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.368058206974640839e-03,1.961802145796062366e-02
9.420000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.358153797305856017e-03,1.961802145796062366e-02
9.430000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.348270308339762247e-03,1.961802145796062366e-02
9.440000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.338407673861678221e-03,1.961802145796062366e-02
9.450000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.328565827936043109e-03,1.961802145796062366e-02
9.460000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.318744704904955919e-03,1.961802145796062366e-02
9.470000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.308944239386740885e-03,1.961802145796062366e-02
9.480000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.299164366274457333e-03,1.961802145796062366e-02
9.490000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.289405020734484153e-03,1.961802145796062366e-02
9.500000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.279666138205057424e-03,1.961802145796062366e-02
9.510000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.269947654394903452e-03,1.961802145796062366e-02
9.520000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.260249505281752114e-03,1.961802145796062366e-02
9.530000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.250571627110992443e-03,1.961802145796062366e-02
9.540000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.240913956394250159e-03,1.961802145796062366e-02
9.550000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.231276429907975603e-03,1.961802145796062366e-02
9.560000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.221658984692114938e-03,1.961802145796062366e-02
9.570000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.212061558048687676e-03,1.961802145796062366e-02
9.580000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.202484087540487370e-03,1.961802145796062366e-02
9.590000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.192926510989646999e-03,1.961802145796062366e-02
9.600000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.183388766476348331e-03,1.961802145796062366e-02
9.610000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.173870792337486188e-03,1.961802145796062366e-02
9.620000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.164372527165327506e-03,1.961802145796062366e-02
9.630000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.154893909806159982e-03,1.961802145796062366e-02
9.640000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.145434879359025729e-03,1.961802145796062366e-02
9.650000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.135995375174409822e-03,1.961802145796062366e-02
9.660000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.126575336852914971e-03,1.961802145796062366e-02
9.670000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.117174704244012523e-03,1.961802145796062366e-02
9.680000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.107793417444722331e-03,1.961802145796062366e-02
9.690000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.098431416798370697e-03,1.961802145796062366e-02
9.700000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.089088642893315348e-03,1.961802145796062366e-02
9.710000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.079765036561679090e-03,1.961802145796062366e-02
9.720000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.070460538878125090e-03,1.961802145796062366e-02
9.730000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.061175091158587061e-03,1.961802145796062366e-02
9.740000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.051908634959058425e-03,1.961802145796062366e-02
9.750000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.042661112074360658e-03,1.961802145796062366e-02
9.760000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.033432464536890819e-03,1.961802145796062366e-02
9.770000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.024222634615480104e-03,1.961802145796062366e-02
9.780000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.015031564814132703e-03,1.711583603764109049e-02
9.790000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,9.005859197870847918e-03,1.711583603764109049e-02
9.800000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,8.996705476756421474e-03,1.711583603764109049e-02
9.810000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,8.987570344673288456e-03,1.711583603764109049e-02
9.820000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,8.978453745054309001e-03,1.711583603764109049e-02
9.830000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,8.969355621561659817e-03,1.711583603764109049e-02
9.840000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,8.960275918085611191e-03,1.711583603764109049e-02
9.850000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,8.951214578743389022e-03,1.711583603764109049e-02
9.860000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,8.942171547878078469e-03,1.711583603764109049e-02
9.870000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,8.933146770057420055e-03,1.711583603764109049e-02
9.880000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,8.924140190072695974e-03,1.711583603764109049e-02
9.890000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,8.915151752937628543e-03,1.711583603764109049e-02
9.900000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,8.906181403887228343e-03,1.711583603764109049e-02
9.910000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,8.897229088376715223e-03,1.711583603764109049e-02
9.920000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,8.888294752080383790e-03,1.711583603764109049e-02
9.930000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,8.879378340890507065e-03,1.711583603764109049e-02
9.940000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,8.870479800916276567e-03,1.711583603764109049e-02
9.950000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,8.861599078482671268e-03,1.711583603764109049e-02
9.960000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,8.852736120129406361e-03,1.711583603764109049e-02
9.970000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,8.843890872609849046e-03,1.711583603764109049e-02
9.980000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,8.835063282889977707e-03,1.711583603764109049e-02
9.990000000000000000e+02,2.000000000000000000e+00,2.574446446648935918e-03,8.826253298147273413e-03,1.711583603764109049e-02
1.000000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.817460865769713788e-03,1.711583603764109049e-02
1.001000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.808685933354697475e-03,1.711583603764109049e-02
1.002000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.799928448708020656e-03,1.711583603764109049e-02
1.003000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.791188359842824068e-03,1.711583603764109049e-02
1.004000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.782465614978571256e-03,1.711583603764109049e-02
1.005000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.773760162540051102e-03,1.711583603764109049e-02
1.006000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.765071951156307509e-03,1.711583603764109049e-02
1.007000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.756400929659687027e-03,1.711583603764109049e-02
1.008000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.747747047084787619e-03,1.711583603764109049e-02
1.009000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.739110252667485479e-03,1.711583603764109049e-02
1.010000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.730490495843951440e-03,1.711583603764109049e-02
1.011000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.721887726249639636e-03,1.711583603764109049e-02
1.012000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.713301893718303909e-03,1.711583603764109049e-02
1.013000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.704732948281050653e-03,1.711583603764109049e-02
1.014000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.696180840165362164e-03,1.711583603764109049e-02
1.015000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.687645519794106111e-03,1.711583603764109049e-02
1.016000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.679126937784603993e-03,1.711583603764109049e-02
1.017000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.670625044947678772e-03,1.711583603764109049e-02
1.018000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.662139792286688636e-03,1.711583603764109049e-02
1.019000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.653671130996607591e-03,1.711583603764109049e-02
1.020000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.645219012463080041e-03,1.711583603764109049e-02
1.021000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.636783388261485769e-03,1.711583603764109049e-02
1.022000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.628364210156018801e-03,1.711583603764109049e-02
1.023000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.619961430098769736e-03,1.711583603764109049e-02
1.024000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.611575000228820220e-03,1.711583603764109049e-02
1.025000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.603204872871313136e-03,1.711583603764109049e-02
1.026000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.594851000536569627e-03,1.711583603764109049e-02
1.027000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.586513335919187043e-03,1.711583603764109049e-02
1.028000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.578191831897124739e-03,1.711583603764109049e-02
1.029000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.569886441530843654e-03,1.711583603764109049e-02
1.030000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.561597118062428541e-03,1.711583603764109049e-02
1.031000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.553323814914656417e-03,1.711583603764109049e-02
1.032000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.545066485690203800e-03,1.711583603764109049e-02
1.033000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.536825084170718628e-03,1.711583603764109049e-02
1.034000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.528599564315978918e-03,1.711583603764109049e-02
1.035000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.520389880263032345e-03,1.711583603764109049e-02
1.036000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.512195986325361841e-03,1.711583603764109049e-02
1.037000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.504017836992016494e-03,1.711583603764109049e-02
1.038000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.495855386926751129e-03,1.711583603764109049e-02
1.039000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.487708590967242214e-03,1.711583603764109049e-02
1.040000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.479577404124215290e-03,1.711583603764109049e-02
1.041000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.471461781580622713e-03,1.711583603764109049e-02
1.042000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.463361678690828338e-03,1.711583603764109049e-02
1.043000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.455277050979776582e-03,1.711583603764109049e-02
1.044000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.447207854142206596e-03,1.711583603764109049e-02
1.045000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.439154044041795311e-03,1.711583603764109049e-02
1.046000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.431115576710402834e-03,1.711583603764109049e-02
1.047000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.423092408347239782e-03,1.711583603764109049e-02
1.048000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.415084495318084917e-03,1.711583603764109049e-02
1.049000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.407091794154487180e-03,1.711583603764109049e-02
1.050000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.399114261552988528e-03,1.711583603764109049e-02
1.051000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.391151854374324232e-03,1.711583603764109049e-02
1.052000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.383204529642685615e-03,1.711583603764109049e-02
1.053000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.375272244544880451e-03,1.711583603764109049e-02
1.054000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.367354956429628662e-03,1.711583603764109049e-02
1.055000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.359452622806762614e-03,1.711583603764109049e-02
1.056000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.351565201346479450e-03,1.711583603764109049e-02
1.057000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.343692649878588219e-03,1.711583603764109049e-02
1.058000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.335834926391729252e-03,1.711583603764109049e-02
1.059000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.327991989032673334e-03,1.711583603764109049e-02
1.060000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.320163796105546281e-03,1.711583603764109049e-02
1.061000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.312350306071100356e-03,1.711583603764109049e-02
1.062000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.304551477545970076e-03,1.711583603764109049e-02
1.063000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.296767269301960970e-03,1.711583603764109049e-02
1.064000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.288997640265301919e-03,1.711583603764109049e-02
1.065000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.281242549515939119e-03,1.711583603764109049e-02
1.066000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.273501956286805764e-03,1.711583603764109049e-02
1.067000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.265775819963117749e-03,1.711583603764109049e-02
1.068000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.258064100081664166e-03,1.711583603764109049e-02
1.069000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.250366756330063112e-03,1.711583603764109049e-02
1.070000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.242683748546142386e-03,1.711583603764109049e-02
1.071000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.235015036717146727e-03,1.711583603764109049e-02
1.072000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.227360580979111576e-03,1.711583603764109049e-02
1.073000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.219720341616131021e-03,1.711583603764109049e-02
1.074000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.212094279059700339e-03,1.711583603764109049e-02
1.075000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.204482353888009963e-03,1.711583603764109049e-02
1.076000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.196884526825288023e-03,1.711583603764109049e-02
1.077000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.189300758741094310e-03,1.711583603764109049e-02
1.078000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.181731010649681904e-03,1.711583603764109049e-02
1.079000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.174175243709313685e-03,1.711583603764109049e-02
1.080000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.166633419221587531e-03,1.711583603764109049e-02
1.081000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.159105498630801409e-03,1.711583603764109049e-02
1.082000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.151591443523262953e-03,1.711583603764109049e-02
1.083000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.144091215626677108e-03,1.711583603764109049e-02
1.084000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.136604776809459177e-03,1.711583603764109049e-02
1.085000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.129132089080101653e-03,1.711583603764109049e-02
1.086000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.121673114586547976e-03,1.711583603764109049e-02
1.087000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.114227815615521200e-03,1.711583603764109049e-02
1.088000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.106796154591913370e-03,1.711583603764109049e-02
1.089000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.099378094078152346e-03,1.711583603764109049e-02
1.090000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.091973596773565161e-03,1.711583603764109049e-02
1.091000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.084582625513736173e-03,1.711583603764109049e-02
1.092000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.077205143269932872e-03,1.711583603764109049e-02
1.093000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.069841113148436273e-03,1.711583603764109049e-02
1.094000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.062490498389956323e-03,1.711583603764109049e-02
1.095000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.055153262369007389e-03,1.711583603764109049e-02
1.096000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.047829368593316726e-03,1.711583603764109049e-02
1.097000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.040518780703184362e-03,1.711583603764109049e-02
1.098000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.033221462470931454e-03,1.711583603764109049e-02
1.099000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.025937377800251502e-03,1.711583603764109049e-02
1.100000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.018666490725658708e-03,1.711583603764109049e-02
1.101000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.011408765411853067e-03,1.711583603764109049e-02
1.102000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,8.004164166153179133e-03,1.711583603764109049e-02
1.103000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.996932657372992845e-03,1.711583603764109049e-02
1.104000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.989714203623111619e-03,1.711583603764109049e-02
1.105000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.982508769583233216e-03,1.711583603764109049e-02
1.106000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.975316320060342468e-03,1.711583603764109049e-02
1.107000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.968136819988145755e-03,1.711583603764109049e-02
1.108000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.960970234426514164e-03,1.711583603764109049e-02
1.109000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.953816528560886737e-03,1.711583603764109049e-02
1.110000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.946675667701743120e-03,1.711583603764109049e-02
1.111000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.939547617284031106e-03,1.711583603764109049e-02
1.112000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.932432342866580291e-03,1.711583603764109049e-02
1.113000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.925329810131579930e-03,1.711583603764109049e-02
1.114000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.918239984884034230e-03,1.711583603764109049e-02
1.115000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.911162833051167340e-03,1.711583603764109049e-02
1.116000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.904098320681927220e-03,1.711583603764109049e-02
1.117000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.897046413946423593e-03,1.711583603764109049e-02
1.118000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.890007079135378035e-03,1.711583603764109049e-02
1.119000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.882980282659594884e-03,1.711583603764109049e-02
1.120000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.875965991049435622e-03,1.711583603764109049e-02
1.121000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.868964170954282841e-03,1.711583603764109049e-02
1.122000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.861974789141986872e-03,1.711583603764109049e-02
1.123000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.854997812498395668e-03,1.711583603764109049e-02
1.124000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.848033208026759799e-03,1.711583603764109049e-02
1.125000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.841080942847290097e-03,1.493296289879507237e-02
1.126000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.834140984196569582e-03,1.493296289879507237e-02
1.127000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.827213299427085089e-03,1.493296289879507237e-02
1.128000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.820297856006687767e-03,1.493296289879507237e-02
1.129000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.813394621518116034e-03,1.493296289879507237e-02
1.130000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.806503563658446533e-03,1.493296289879507237e-02
1.131000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.799624650238636166e-03,1.493296289879507237e-02
1.132000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.792757849182984330e-03,1.493296289879507237e-02
1.133000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.785903128528638521e-03,1.493296289879507237e-02
1.134000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.779060456425124226e-03,1.493296289879507237e-02
1.135000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.772229801133830572e-03,1.493296289879507237e-02
1.136000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.765411131027515068e-03,1.493296289879507237e-02
1.137000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.758604414589846503e-03,1.493296289879507237e-02
1.138000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.751809620414868048e-03,1.493296289879507237e-02
1.139000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.745026717206564444e-03,1.493296289879507237e-02
1.140000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.738255673778349393e-03,1.493296289879507237e-02
1.141000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.731496459052613658e-03,1.493296289879507237e-02
1.142000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.724749042060215926e-03,1.493296289879507237e-02
1.143000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.718013391940041316e-03,1.493296289879507237e-02
1.144000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.711289477938513062e-03,1.493296289879507237e-02
1.145000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.704577269409131068e-03,1.493296289879507237e-02
1.146000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.697876735812006141e-03,1.493296289879507237e-02
1.147000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.691187846713391611e-03,1.493296289879507237e-02
1.148000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.684510571785233175e-03,1.493296289879507237e-02
1.149000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.677844880804691845e-03,1.493296289879507237e-02
1.150000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.671190743653718072e-03,1.493296289879507237e-02
1.151000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.664548130318572967e-03,1.493296289879507237e-02
1.152000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.657917010889365127e-03,1.493296289879507237e-02
1.153000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.651297355559650779e-03,1.493296289879507237e-02
1.154000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.644689134625935918e-03,1.493296289879507237e-02
1.155000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.638092318487260841e-03,1.493296289879507237e-02
1.156000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.631506877644753453e-03,1.493296289879507237e-02
1.157000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.624932782701189515e-03,1.493296289879507237e-02
1.158000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.618370004360534679e-03,1.493296289879507237e-02
1.159000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.611818513427540296e-03,1.493296289879507237e-02
1.160000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.605278280807301929e-03,1.493296289879507237e-02
1.161000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.598749277504820467e-03,1.493296289879507237e-02
1.162000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.592231474624562375e-03,1.493296289879507237e-02
1.163000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.585724843370075451e-03,1.493296289879507237e-02
1.164000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.579229355043510044e-03,1.493296289879507237e-02
1.165000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.572744981045239146e-03,1.493296289879507237e-02
1.166000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.566271692873428184e-03,1.493296289879507237e-02
1.167000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.559809462123603940e-03,1.493296289879507237e-02
1.168000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.553358260488250361e-03,1.493296289879507237e-02
1.169000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.546918059756399164e-03,1.493296289879507237e-02
1.170000000000000000e+03,2.000000000000000000e+00,2.574446446648935918e-03,7.540488831813207428e-03,1.493296289879507237e-02
