n,k,risk,U,CG23,gain1,gain2
3.320000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,2.043223989986505187e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.330000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,2.037150927642140605e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.340000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,2.031113859151398651e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.350000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,2.025112465475955789e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.360000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,2.019146431336755684e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.370000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,2.013215445158802672e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.380000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,2.007319199016888503e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.390000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,2.001457388582352989e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.400000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,1.995629713070736291e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.410000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,1.989835875190303777e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.420000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,1.984075581091475013e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.430000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,1.978348540317279372e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.440000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,1.972654465754321643e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.450000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,1.966993073585020582e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.460000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,1.961364083240309600e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.470000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,1.955767217353407070e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.480000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,1.950202201714118164e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.490000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,1.944668765224221926e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.500000000000000000e+02,1.000000000000000000e+00,9.271710124191035775e-04,4.140489820784633984e-02,1.939166639853329502e-02,1.838531109499405292e-01,1.013203147745789928e-01
3.510000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,5.136650841865951500e-02,2.494382166654828328e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.520000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,5.136650841865951500e-02,2.487372816677827295e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.530000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,5.136650841865951500e-02,2.480402748046004954e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.540000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,5.136650841865951500e-02,2.473471631488420933e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.550000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,5.136650841865951500e-02,2.466579141403792488e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.560000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,5.136650841865951500e-02,2.459724955809627564e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.570000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,5.136650841865951500e-02,2.452908756291944867e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.580000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,5.136650841865951500e-02,2.446130227956079539e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.590000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,5.136650841865951500e-02,2.439389059378152882e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.600000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,5.136650841865951500e-02,2.432684942557419502e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.610000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,5.136650841865951500e-02,2.426017572869286834e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.620000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.419386649019290847e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.630000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.412791872997646983e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.640000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.406232950034628212e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.650000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.399709588556659876e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.660000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.393221500143114314e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.670000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.386768399483782735e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.680000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.380350004337152686e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.690000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.373966035489103940e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.700000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.367616216712601848e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.710000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.361300274727685597e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.720000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.355017939162478910e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.730000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.348768942514374222e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.740000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.342553020112318404e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.750000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.336369910079201875e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.760000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.330219353295312837e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.770000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.324101093361962897e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.780000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.318014876565999138e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.790000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.311960451844621497e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.800000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.305937570751006443e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.810000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.299945987420166926e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.820000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.293985458535611685e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.830000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.288055743296362951e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.840000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.282156603384595181e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.850000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.276287802933600612e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.860000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.270449108496456689e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.870000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.264640289015076510e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.880000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.258861115789608312e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.890000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.253111362448562485e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.900000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.247390804919250848e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.910000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.241699221398571126e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.920000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.236036392324467284e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.930000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.230402100347600100e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.940000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.224796130303626981e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.950000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.219218269185744760e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.960000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.213668306117787254e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.970000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.208146032327566732e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.980000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.202651241120766323e-02,1.881321599369045749e-01,9.477217640568838530e-02
3.990000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.197183727855163762e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.000000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.191743289915151077e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.010000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.186329726686747979e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.020000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.180942839533003136e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.030000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.175582431769644207e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.040000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.170248308641111248e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.050000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.164940277297041152e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.060000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.159658146769009510e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.070000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.154401727947605899e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.080000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.149170833559880048e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.090000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.143965278147129047e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.100000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.138784878042958304e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.110000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.133629451351634274e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.120000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.128498817926932282e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.130000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.123392799351015228e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.140000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.118311218913810148e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.150000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.113253901592672748e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.160000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.108220674032186201e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.170000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,4.470779190771206196e-02,2.103211364524455382e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.180000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,2.098225802989521840e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.190000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,2.093263820956155555e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.200000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,2.088325251542890934e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.210000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,2.083409929439229355e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.220000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,2.078517690887304523e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.230000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,2.073648373663627281e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.240000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,2.068801817061207901e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.250000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,2.063977861871831368e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.260000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,2.059176350368682046e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.270000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,2.054397126289067219e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.280000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,2.049640034817554538e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.290000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,2.044904922569208347e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.300000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,2.040191637573137221e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.310000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,2.035500029256194846e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.320000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,2.030829948426996975e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.330000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,2.026181247260055995e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.340000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,2.021553779280231555e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.350000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,2.016947399347325184e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.360000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,2.012361963640911522e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.370000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,2.007797329645333653e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.380000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,2.003253356135055452e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.390000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.998729903159950430e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.400000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.994226832031035027e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.410000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.989744005306267119e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.420000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.985281286776520784e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.430000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.980838541451889964e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.440000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.976415635548018149e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.450000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.972012436472600494e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.460000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.967628812812293251e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.470000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.963264634319525359e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.480000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.958919771899643794e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.490000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.954594097598145314e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.500000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.950287484588143425e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.510000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.945999807158023745e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.520000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.941730940699145855e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.530000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.937480761693745335e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.540000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.933249147703115442e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.550000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.929035977355815848e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.560000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.924841130336037501e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.570000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.920664487372119103e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.580000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.916505930225414003e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.590000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.912365341678906941e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.600000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.908242605526344615e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.610000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.904137606561365562e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.620000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.900050230566685192e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.630000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.895980364303572613e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.640000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.891927895501368043e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.650000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.887892712847189652e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.660000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.883874705975710148e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.670000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.879873765459091559e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.680000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.875889782797059493e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.690000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.871922650407100222e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.700000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.867972261614825324e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.710000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.864038510644334609e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.720000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.860121292608754931e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.730000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.856220503501064892e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.740000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.852336040184747110e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.750000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.848467800384727064e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.760000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.844615682678435800e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.770000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.840779586486977759e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.780000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.836959412066222624e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.790000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.833155060498363118e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.800000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.829366433683269830e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.810000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.895234603569854709e-02,1.825593434329985873e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.820000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.396759894545841457e-02,1.821835965948611843e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.830000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.396759894545841457e-02,1.818093932841860841e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.840000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.396759894545841457e-02,1.814367240097064168e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.850000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.396759894545841457e-02,1.810655793578099318e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.860000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.396759894545841457e-02,1.806959499917484488e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.870000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.396759894545841457e-02,1.803278266508550817e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.880000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.396759894545841457e-02,1.799612001497686090e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.890000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.396759894545841457e-02,1.795960613776703338e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.900000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.396759894545841457e-02,1.792324012975309369e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.910000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.396759894545841457e-02,1.788702109453674943e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.920000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.396759894545841457e-02,1.785094814294972687e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.930000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.396759894545841457e-02,1.781502039298190135e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.940000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.396759894545841457e-02,1.777923696970952483e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.950000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.396759894545841457e-02,1.774359700522327998e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.960000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.396759894545841457e-02,1.770809963855896757e-02,1.881321599369045749e-01,9.477217640568838530e-02
4.970000000000000000e+02,2.000000000000000000e+00,1.029955276769027768e-03,3.396759894545841457e-02,1.767274401562795097e-02,1.881321599369045749e-01,9.477217640568838530e-02
